2018-09-12 12:50:18.970 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2018-09-12 12:50:18.998 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2018-09-12 12:50:19.073 [main] INFO  o.s.b.c.e.tomcat.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8088 (http)
2018-09-12 12:50:19.080 [main] INFO  com.river.weibo.WebApplication - Started WebApplication in 11.837 seconds (JVM running for 12.953)
2018-09-12 12:50:48.718 [http-nio-8088-exec-2] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2018-09-12 12:50:48.719 [http-nio-8088-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2018-09-12 12:50:48.762 [http-nio-8088-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 43 ms
2018-09-12 12:50:48.821 [http-nio-8088-exec-2] INFO  com.river.weibo.controller.WeiboController - 请求参数：opt:aaa,id:1
2018-09-12 12:51:10.018 [http-nio-8088-exec-4] INFO  com.river.weibo.controller.WeiboController - 请求参数：opt:down,id:1
2018-09-12 12:51:58.682 [main] INFO  com.river.weibo.WebApplication - Starting WebApplication on 201803190022- with PID 14904 (E:\person\projects\vue\weibo\web\target\classes started by feiyuerong in E:\person\projects\vue\weibo)
2018-09-12 12:51:58.689 [main] DEBUG com.river.weibo.WebApplication - Running with Spring Boot v1.5.7.RELEASE, Spring v4.3.11.RELEASE
2018-09-12 12:51:58.690 [main] INFO  com.river.weibo.WebApplication - No active profile set, falling back to default profiles: default
2018-09-12 12:51:59.250 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@7d898981: startup date [Wed Sep 12 12:51:59 CST 2018]; root of context hierarchy
2018-09-12 12:52:00.830 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
2018-09-12 12:52:03.084 [main] INFO  o.s.b.c.e.tomcat.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8088 (http)
2018-09-12 12:52:03.110 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2018-09-12 12:52:03.112 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.20
2018-09-12 12:52:03.745 [localhost-startStop-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2018-09-12 12:52:03.746 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 4496 ms
2018-09-12 12:52:04.046 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
2018-09-12 12:52:04.052 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2018-09-12 12:52:04.053 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2018-09-12 12:52:04.053 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2018-09-12 12:52:04.054 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2018-09-12 12:52:05.942 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@7d898981: startup date [Wed Sep 12 12:51:59 CST 2018]; root of context hierarchy
2018-09-12 12:52:06.123 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/weibo/index],methods=[GET]}" onto public java.lang.String com.river.weibo.controller.WeiboController.weibo()
2018-09-12 12:52:06.125 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/weibo/getList],methods=[GET]}" onto public com.river.weibo.common.vo.ResponseVO com.river.weibo.controller.WeiboController.getList(com.river.weibo.common.vo.PageInfoVO)
2018-09-12 12:52:06.126 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/weibo/operate/{opt}/{id}],methods=[POST]}" onto public com.river.weibo.common.vo.ResponseVO com.river.weibo.controller.WeiboController.operate(java.lang.String,java.lang.Integer)
2018-09-12 12:52:06.130 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-09-12 12:52:06.131 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-09-12 12:52:06.219 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-09-12 12:52:06.219 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-09-12 12:52:06.258 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in globalExceptionHandler
2018-09-12 12:52:06.323 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-09-12 12:52:07.907 [main] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
2018-09-12 12:52:07.940 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2018-09-12 12:52:07.966 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2018-09-12 12:52:07.994 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2018-09-12 12:52:08.035 [main] INFO  o.s.b.c.e.tomcat.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8088 (http)
2018-09-12 12:52:08.044 [main] INFO  com.river.weibo.WebApplication - Started WebApplication in 11.29 seconds (JVM running for 12.648)
2018-09-12 12:52:17.752 [http-nio-8088-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2018-09-12 12:52:17.752 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2018-09-12 12:52:17.793 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 40 ms
2018-09-12 12:52:17.843 [http-nio-8088-exec-1] INFO  com.river.weibo.controller.WeiboController - 请求参数：opt:down,id:1
2018-09-12 12:52:24.432 [http-nio-8088-exec-1] DEBUG c.r.weibo.dao.mapper.WeiboMapper.queryByPrimaryKey - ==>  Preparing: select id, content, acc, ref, time, deleted FROM t_weibo WHERE id = ? 
2018-09-12 12:52:24.474 [http-nio-8088-exec-1] DEBUG c.r.weibo.dao.mapper.WeiboMapper.queryByPrimaryKey - ==> Parameters: 1(Integer)
2018-09-12 12:52:25.153 [http-nio-8088-exec-1] DEBUG c.r.weibo.dao.mapper.WeiboMapper.queryByPrimaryKey - <==      Total: 1
2018-09-12 12:52:25.228 [http-nio-8088-exec-1] DEBUG c.r.w.d.m.WeiboMapper.updateByPrimaryKeySelective - ==>  Preparing: update t_weibo SET content = ?, acc = ?, ref = ?, time = ?, deleted = ? where id = ? 
2018-09-12 12:52:25.229 [http-nio-8088-exec-1] DEBUG c.r.w.d.m.WeiboMapper.updateByPrimaryKeySelective - ==> Parameters: 测试1(String), 0(Integer), 1(Integer), 2018-09-07 14:49:27.0(Timestamp), 0(Byte), 1(Integer)
2018-09-12 12:52:26.803 [http-nio-8088-exec-1] DEBUG c.r.w.d.m.WeiboMapper.updateByPrimaryKeySelective - <==    Updates: 1
2018-09-12 12:52:26.838 [http-nio-8088-exec-1] INFO  org.thymeleaf.TemplateEngine - [THYMELEAF] INITIALIZING TEMPLATE ENGINE
2018-09-12 12:52:26.944 [http-nio-8088-exec-1] INFO  o.t.templateresolver.AbstractTemplateResolver - [THYMELEAF] INITIALIZING TEMPLATE RESOLVER: org.thymeleaf.spring4.templateresolver.SpringResourceTemplateResolver
2018-09-12 12:52:26.945 [http-nio-8088-exec-1] INFO  o.t.templateresolver.AbstractTemplateResolver - [THYMELEAF] TEMPLATE RESOLVER INITIALIZED OK
2018-09-12 12:52:26.946 [http-nio-8088-exec-1] INFO  o.t.messageresolver.AbstractMessageResolver - [THYMELEAF] INITIALIZING MESSAGE RESOLVER: org.thymeleaf.spring4.messageresolver.SpringMessageResolver
2018-09-12 12:52:26.947 [http-nio-8088-exec-1] INFO  o.t.messageresolver.AbstractMessageResolver - [THYMELEAF] MESSAGE RESOLVER INITIALIZED OK
2018-09-12 12:52:26.956 [http-nio-8088-exec-1] INFO  org.thymeleaf.TemplateEngine.CONFIG - [THYMELEAF] TEMPLATE ENGINE CONFIGURATION:
